pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
05C1F-sien2	尟		sién	sien2	元					U+5C1F
05C24-xyu1	尤		xyu	xyu1	之	尤				U+5C24
05C2A-quang1	尪		quaŋ	quang1	陽					U+5C2A
05C2C-krei3	尬		krêi	krei3	月					U+5C2C
05C31-dzyu3	就		dzyû	dzyu3	覺	宥				U+5C31
05C32-krem1	尲		krem	krem1	談					U+5C32
05C37-krem1	尷		krem	krem1	談			《正字通》：“尲，别作‘尷’。”		U+5C37
05C39-jyn2	尹		jýn	jyn2	文	軫				U+5C39
05C39-xryn1	尹		xryn	xryn1	文				名詞｛孚尹（byu–）｝の詞音。《禮·聘義》：“夫昔者，君子比德於玉焉。……孚尹旁達，信也。”注：“孚，讀爲‘浮’。尹，讀如竹箭之‘筠’。浮筠，謂玉采色也。采色旁達，不有隱翳，似信也。”音義：“尹，依注音筍（sýn），又作‘筠’，于貧反。”	U+5C39
05C3B-khau1	尻		khau	khau1	幽					U+5C3B
05C40-gyok4	局		gyok	gyok4	屋	沃				U+5C40
05C45-kio1	居		kio	kio1	魚	魚				U+5C45
05C45-kiw1	居		kiə	kiw1	魚					U+5C45
05C48-gyut4	屈		gyut	gyut4	物	物			①義略。②形容詞【みじかい】。《集韵》：“屈，《博雅》：‘短也。’”今本《廣雅·釋詁》“短也”無“屈”字。《玄應音義》卷第十五《十誦律》第三十七卷音義：“屈，衢勿反，《説文》：‘無尾也。’屈，短也。《淮南》云：‘屈奇之服。’許叔重曰：‘屈，短也；奇，長也。’今取其義。”《莊子·齊物論》注：“雖放蕩之變，屈奇之异，曲而從之，寄之自用，則用雖萬殊，歷然自明。”音義：“屈奇，求物反。”《漢書·廣川惠王越傳·劉去歌》之一：“背尊章，嫖以忽，謀屈奇，起自絶。”注：“屈奇，奇异也。屈，音其勿反。”③地名。一在今山西吉縣，一在今山西石樓縣。《左傳·莊公二十八年》：“蒲與二屈，君之疆也。”注：“二屈，今平陽北屈縣。或云：‘二’當爲‘北’。”音義：“屈，求勿反，一音居勿反（kyut）。”《左傳·僖公二年》：“晋荀息請以屈産之乘與垂棘之璧假道於虞以伐虢。”注：“屈地生良馬。”音義：“屈，求勿反，又居勿反，注同。”《公羊傳》：“請以屈産之乘與垂棘之白璧，往必可得也。”注：“屈産，出名馬之地。”音義：“屈，具物反。”《穀梁傳》：“君何不以屈産之乘、垂棘之璧而借道乎虞也？”注：“屈邑産駿馬。”音義：“屈産，〔上〕其勿反，又君勿反，地名也。”物韵與迄韵之分，《廣韵》與《集韵》不同。《廣韵》依介音，以合口爲物韵；以開口爲迄韵。《集韵》依聲母，以唇音爲物韵；以牙喉音爲迄韵。《漢辭海》韵類，對khyut從《廣韵》爲物韵，對gyut從《集韵》爲迄韵。然而二音本同韵。	U+5C48
05C48-khyat4	屈		khyat	khyat4	月				｛闕｝。《禮·玉藻》：“君命屈狄。”注：“屈，《周禮〔·天官·内司服〕》作‘闕’。”音義：“屈，音闕，注同。”《周禮·天官·内司服》：“掌王后之六服：……闕狄……”注引鄭司農：“闕狄，畫羽飾。……《喪大記》曰：‘復者朝服。君以卷，夫人以屈狄，世婦以襢衣。’屈者，音聲與‘闕’相似，……皆婦人之服。”音義：“屈，音闕。”《禮·喪大記》音義：“屈，音闕，注同。”《釋文彙校》引敦煌本：“音去勿〔反〕（khyut）。”《廣韵》：“⿰糸屈，⿰糸屈狄，衣，《周禮》作‘闕’，《禮記》作‘屈’。”《玉篇》：“⿰糸屈，去厥反，《埤蒼》：‘⿰糸屈狄，衣也。’野王案：王后夫人服也（原作‘王后文服也’），今《禮》家並爲‘闕’字。”	U+5C48
05C48-khyut4	屈		khyut	khyut4	物	物				U+5C48
05C48-kyut4	屈		kyut	kyut4	物	物			按：①姓。《左傳·宣公十二年》“屈蕩”音義：“屈，居勿反。”《昭公四年》“屈申”注：“屈申，屈蕩之子。”音義：“屈，居勿反。”《穀梁傳·昭公五年》：“楚殺其大夫屈申。”音義：“屈，居勿反。”《禮·祭義》注“屈到”音義：“屈，居勿反。屈到，楚莫敖。”《左傳·襄公十五年》“屈到”注：“屈到，屈蕩子。”音義：“屈，居勿反。”《襄公三十一年》“屈狐庸”注：“狐庸，巫臣之子也，成十年適吴爲行人。”音義：“屈，居勿反。”《桓公十一年》音義：“屈瑕，居勿反，楚大夫氏。”《成公二年》：“姬以告王，王問諸屈巫。”注：“屈巫，巫臣。”音義：“屈，居勿反。”《襄公二十二年》“屈建”注：“屈建，子木也。”音義：“屈建，居勿反。”《公羊傳·僖公四年》：“其言次于陘何？有俟也。孰俟？俟屈完也。”音義：“屈完，居勿反。”②gyut第三義項の俗音。《漢書·地理志上·河東郡》“北屈”注：“屈，音居勿反。”《晋書·姚襄載記》：“襄尋徙北屈。”音義：“屈，居勿反。”《左傳·莊公二十八年》音義：“屈……一音居勿反。”云“一”者陸德明不同意也。《王韵》：“屈……人姓。”蔣本《唐韵》：“屈，屈産，地名，出良馬；亦楚姓。”	U+5C48
05C4A-krei3	届		krêi	krei3	質	卦				U+5C4A
05C50-griek4	屐		griek	griek4	錫	陌				U+5C50
05C5A-lu3	屚		lû	lu3	侯					U+5C5A
05C60-do1	屠		do	do1	魚	虞				U+5C60
05C60-drio1	屠		drio	drio1	魚				人名、縣名｛休屠（qhyu–）｝の詞音。治縣所在今甘肅武威市凉州區。《史記·衛將軍驃騎傳》：“驃騎將軍……收休屠祭天金人。”索隱案：“屠，音儲。”《漢書·霍去病傳》注：“屠，音儲。”《漢書·地理志下》：“武威郡……縣十：……休屠。”“武威郡”本注：“故匈奴休屠王地。”顔師古注：“屠，音直閭反。”	U+5C60
05C65-li2	履		lí	li2	脂	紙				U+5C65
05C67-sep4	屧		sep	sep4	葉	葉				U+5C67
05C68-kyo3	屨		kyô	kyo3	侯	遇				U+5C68
05C6E-chau2	屮		cháu	chau2	幽					U+5C6E
05C6E-thriet4	屮		thriet	thriet4	幽					U+5C6E
05C71-sren1	山		sren	sren1	元	删				U+5C71
05C79-ngiwt4	屹		ŋiət	ngiwt4	物					U+5C79
05C7A-khiw2	屺		khiə́	khiw2	之					U+5C7A
05C7E-srin1	屾		srin	srin1	真					U+5C7E
05C89-myut4	岉		myut	myut4	物					U+5C89
05C8C-ngrip4	岌		ŋrip	ngrip4	緝	緝				U+5C8C
05C8D-khen1	岍		khen	khen1	元					U+5C8D
05C90-gie1	岐		gie	gie1	支	支				U+5C90
05C91-dzrim1	岑		dzrim	dzrim1	侵	侵			義略。また，形容詞｛岑崟（–ŋrim）｝の詞音。《漢書·司馬相如傳上·子虚賦》：“其山則盤紆岪鬱，隆崇律崒；岑崟參差，日月蔽虧。”注：“岑，音仕林反；崟，音吟（ŋrim）。”《文選》李善注：“崟，音吟。”《史記》作“岑巖”，三家注皆不注音。《爾雅·釋山》：“山小而高，岑。”注：“言岑崟。”音義：“岑，士金反，《字林》：‘才心反（dzim）。’崟，魚金反（ŋrim），字又作‘崯’。”	U+5C91
05C91-ngrim1	岑		ŋrim	ngrim1	侵	侵			《漢辭海》、《辭源》皆云｛岑崟｝音。崟既音ŋrim，若岑亦音ŋrim即｛岑崟｝音ŋrimŋrim，然何不單作“岑岑”或“崟崟”？なぞ。	U+5C91
05CA1-kang1	岡		kaŋ	kang1	陽	陽				U+5CA1
05CA2-kha2	岢		khá	kha2	歌					U+5CA2
05CA3-ku2	岣		kú	ku2	侯				kyoの變種。《史記·秦始皇紀·二十八年》“衡山”正義：“《括地志》云：‘衡山，一名“岣嶁山”，在衡州湘潭縣西四十一里。’岣，音苟。嶁，音樓（lu，蓋本作‘塿（lú）’）。”《玉篇》：“岣，古後反，《廣雅》：‘岣嶁，謂之“衡山”也。嶁，力部反，《孟子》：‘一寸之木，可使高於岑嶁。’劉熙曰：‘岑嶁，小山鋭頂者也。’《埤蒼》：‘山也。’字書：‘岣嶁也。’”《廣雅·釋山》音：“岣，古侯反（ku）；嶁，力侯〔反〕（lu）。”《王韵》：“岣，岣嶁，山巔。”盧斗反（lu）：“嶁，岣嶁，山名。”	U+5CA3
05CA3-kyo1	岣		kyo	kyo1	侯				kúの變種。《切韵》：“岣，岣嶁，衡山别名。”力朱反（lyo）“嶁”字條：“山頂。”	U+5CA3
05CA9-ngram1	岩		ŋram	ngram1	談			《辭源》：“‘巖’的异體。三國魏曹植《曹子建集》三《洛神賦》：‘睹一麗人，於岩之畔。’《文選》作‘巖’。”		U+5CA9
05CAB-zyu3	岫		zyû	zyu3	幽	宥				U+5CAB
05CB5-xo2	岵		xó	xo2	魚					U+5CB5
05CB8-ngan3	岸		ŋân	ngan3	元	翰				U+5CB8
05CC9-ngrak4	峉		ŋrak	ngrak4	鐸					U+5CC9
05CD2-dung1	峒		duŋ	dung1	東	東				U+5CD2
05CD2-dung3	峒		dûŋ	dung3	東				義略。ただし，《漢辭海》云名詞“山”者，不明。《宋本玉篇》：“峒，達貢切，又徒董切（dúŋ），山。”	U+5CD2
05CD9-driw2	峙		driə́	driw2	之	紙				U+5CD9
05CDB-lie2	峛		lié	lie2	月					U+5CDB
05CE0-kha2	峠		khá	kha2	n			非漢字。今漢語借讀以｛卡｝音。《日本漢字的漢語讀音規範（草案）》5.1.2：“凡不屬或不能按形聲或會意兼形聲擬音的，取形似字或形似聲旁的讀音，如……‘峠’，右邊‘聲旁’跟‘卡’形似，取kǎ音。”		U+5CE0
05CE5-dzrang1	峥		dzraŋ	dzrang1	耕	庚			dzreŋの變種。《王二》助庚反：“峥，峥嶸。”	U+5CE5
05CE5-dzreng1	峥		dzreŋ	dzreng1	耕	庚			dzraŋの變種。《玉篇》：“崝，仕耕反，《淮南》：‘城峭者必崩，岸崝者必陀。’許叔重曰：‘崝，陗也。’《方言》：‘崝，險高也。’郭璞曰：‘崝嶸，高峻之貌也。’《廣雅》：‘崝嶸，深冥也。’峥，《字書》亦‘崝’字也。”《廣雅·釋訓》音：“峥，士耕〔反〕；嶸，〔音〕宏（xrueŋ）。”《文選》班固《西都賦》：“岩峻崷崒，金石峥嶸。”注：“郭璞《方言注》曰：‘峥嶸，高峻也。’峥，助耕切（–，原作‘力耕反’）；嶸，胡萌切（xrueŋ）。”《後漢書》注：“峥嶸，高峻也。……峥，音仕耕反；嶸，音宏。”《漢書·司馬相如傳上·上林賦》：“嵯峨㠎嶫，刻削峥嶸。”注引蘇林：“峥，音儕争反；嶸，音户抨反（xrueŋ）。”《罽賓國傳》：“臨峥嶸不測之深。”注：“峥嶸，深險之貌也。峥，音仕耕反；嶸，音宏。”《後漢書·張衡傳·思玄賦》：“勔自强而不息兮，蹈玉階之嶢峥。”注：“嶢峥，高峻貌。……峥，音士耕反。”《晋書·束皙傳》：“朝游巍峨之宫，夕墜峥嶸之壑。”音義：“峥嶸，上士耕反，下音宏。”《切韵》：“峥，峥嶸，山峻。”	U+5CE5
05CE8-nga1	峨		ŋa	nga1	歌	歌				U+5CE8
05CED-chieu3	峭		chiêu	chieu3	宵	嘯				U+5CED
05CF4-xen2	峴		xén	xen2	元					U+5CF4
05CFB-syn3	峻		sŷn	syn3	文	震				U+5CFB
05CFF-ngio2	峿		ŋió	ngio2	魚				形容詞｛岨峿（dzrió–）｝=｛鉏鋙｝の詞音。《文選》陸機《文賦》：“或妥帖而易施，或岨峿而不安。”注：“岨峿，不安貌。《楚辭》曰：‘圜鑿而方枘兮，吾固知其鉏鋙而難入。’……岨，助舉切。峿，魚吕切。”	U+5CFF
05CFF-ngo1	峿		ŋo	ngo1	魚				地名用字音。｛浯｝。《辭源》第一音“五乎切”項第一義項：“山名。見‘峿山’。”第二義項：“臺名。詳‘峿臺’。”“峿山”詞條：“山名。在今山東安丘市西南。《水經注》二六《汶水》：‘伏琛、晏謨並言〔汶〕水出縣東南峿山，山在小泰山東者也。’”“峿臺”詞條：“臺名。在今湖南祁陽縣西南浯溪上。唐元結任道州刺史時築，並撰銘刻石，今存。文云：‘湘淵清深，峿臺峭崚。登臨長望，無遠不盡。’”《辭源》“浯山”詞條：“山名。今名壺山，在今山東安丘市西南。浯水所出。”即｛峿｝=｛浯｝。《漢書·地理志上·琅邪郡》“靈門”本注：“壺山，浯水所出，東北入淮。”注：“浯，音吾。”	U+5CFF
05D06-khrong1	崆		khroŋ	khrong1	東				形容詞｛崆㟅（–ŋroŋ）｝の詞音。《文選》張衡《南都賦》：“其山則崆㟅嶱嵑，嵣㟐嶚剌。”五臣注：“崆，口江〔反〕；㟅，五江〔反〕（ŋroŋ）。”李善注：“崆㟅……山石高峻之貌。《字書》曰：‘崆，山貌也。’”	U+5D06
05D06-khung1	崆		khuŋ	khung1	東					U+5D06
05D0B-xrua1	崋		xrua	xrua1	魚				xruâと异義不明。《玉篇》：“崋，胡麻反，《爾雅》：‘〔河〕南華山。’《説文》：‘在弘農〔華〕陰晋。’”《爾雅·釋山》注：“華陰山。”音義：“華，户花、户化二反（–、xruâ），《字林》作‘崋’，同。”《廣韵》：“崋，西岳名也。”	U+5D0B
05D0B-xrua3	崋		xruâ	xrua3	魚				xruaと异義不明。｛華｝。《S6176v》：“崋，〓……〓。”《王一》：“〔崋〕山西岳，通俗作‘華’。”《王三》胡化反：“華，西岳山。”《王二》胡化反：“崋，西岳山，又作‘華’。”蔣本《唐韵》胡化反：“崋，崋山，西岳，又作‘⿻崋厂（華？）’，又姓，出平原，殷湯之後，宋戴公考父食采於崋，其後氏焉。”《辭源》唯載此音。	U+5D0B
05D0C-kio1	崌		kio	kio1	魚					U+5D0C
05D0D-lwi1	崍		ləi	lwi1	之					U+5D0D
05D11-kun1	崑		kun	kun1	文	元				U+5D11
05D17-kang1	崗		kaŋ	kang1	陽					U+5D17
05D1A-liwng1	崚		liəŋ	liwng1	蒸	蒸				U+5D1A
05D1B-gyut4	崛		gyut	gyut4	物					U+5D1B
05D1B-ngyut4	崛		ŋyut	ngyut4	物				形容詞｛崛岉（–myut）｝の詞音。《文選》王延壽《魯靈光殿賦》：“屹山峙以紆鬱，隆崛岉乎青雲。”五臣注：“崛，魚勿〔反〕；岉，〔音〕勿。”張載注：“崛岉乎青雲，言此物上逮青雲。”	U+5D1B
05D1D-dzreng1	崝		dzreŋ	dzreng1	耕					U+5D1D
05D1F-ngrim1	崟		ŋrim	ngrim1	侵					U+5D1F
05D34-qruei1	崴		qruei	qruei1	微					U+5D34
05D47-xei1	嵇		xei	xei1	脂	齊				U+5D47
05D4A-zhiwng3	嵊		zhiə̂ŋ	zhiwng3	蒸					U+5D4A
05D4B-mryi1	嵋		mryi	mryi1		支				U+5D4B
05D4E-ngyo1	嵎		ŋyo	ngyo1						U+5D4E
05D52-ngrem1	嵒		ŋrem	ngrem1	侵					U+5D52
05D65-griet4	嵥		griet	griet4						U+5D65
05D6B-ciw1	嵫		ciə	ciw1	之					U+5D6B
05D6F-chrie1	嵯		chrie	chrie1	歌				形容詞｛嵾嵯（chrim–）｝=｛參差｝の詞音。《史記·司馬相如傳·上林賦》：“深林巨木，嶄岩嵾嵯。”正義：“嵾，音楚林反（chrim）；嵯，楚宜反。顔〔師古〕云：‘……嵾嵯，不齊也。’”《文選》郭璞注：“皆峰嶺之貌也。……嵾，楚林切；嵯，楚宜切。”《漢書》作“參差”，顔師古注：“參差，不齊也。……參，音楚林反；差，音楚宜反。”	U+5D6F
05D6F-dza1	嵯		dza	dza1	歌					U+5D6F
05D88-chiang1	嶈		chiaŋ	chiang1	陽					U+5D88
05D94-khrim1	嶔		khrim	khrim1	侵	侵				U+5D94
05D94-qhrim1	嶔		qhrim	qhrim1	侵	侵			形容詞｛嶔巇（–qhrie）｝の詞音。《文選》張衡《南都賦》：“岞峉㠑嵬，嶔巇屹⿰山齒。”五臣注：“嶔，香金〔反〕；巇，許宜〔反〕（qhrie）。”李善注：“嶔巇，山相對而危險之貌也。”	U+5D94
05D9F-chyn1	嶟		chyn	chyn1	文				cun、cynと异義不明。《漢書·揚雄傳上·甘泉賦》：“洪臺掘其獨出兮，㨖北極之嶟嶟。”注引晋灼：“嶟嶟，穊㨖也。”又：“言高臺特出乃至北極，其狀竦峭，嶟嶟然也。……嶟，音千旬反，又音遵（cyn）。”《文選》注亦引晋灼，又：“嶟，千旬切。”	U+5D9F
05D9F-cun1	嶟		cun	cun1	文				chynと异義不明，cynの變種。《玉篇》：“嶟，子昆反，《埤蒼》：‘嶟，山貌。’”《王韵》：“嶟，山貌。”《辭源》唯載此音。	U+5D9F
05D9F-cyn1	嶟		cyn	cyn1	文				chynと异義不明，cunの變種。《廣韵》：“嶟，山貌。”	U+5D9F
05DA1-kryei3	嶡		kryêi	kryei3	月				義略。また，名詞，デスクの一種。｛橛｝。《禮·明堂位》：“俎用梡嶡。”注：“梡，始有四足也，嶡爲之距。”音義：“嶡，居衛反，又作‘橛’，音同，夏俎名。”疏：“‘俎用梡嶡’者，梡、嶡，兩代俎也。虞俎名梡。梡，形四足，如案。……夏俎名嶡。嶡，亦如梡，而横柱四足，中央如距也。賀云：‘直有脚曰“梡”，加脚中央横木曰“嶡”。’”《明堂位》又：“俎，有虞氏以梡，夏后氏以嶡，殷以椇，周以房俎。”注：“嶡之言蹶也，謂中足爲横距之象，《周禮》謂之‘距’。”音義：“蹶，俱衛反。”此義《辭源》爲音kyat，其蓋依《集韵》、《字彙》等，今不信而排矣。	U+5DA1
