pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	ChXZiosryoSishieng	ChXZiosryoXrynmyuk	ChXZiosryoSieuxryn	ChXDzankryenlyi	ChXDzankryen	ChXPyanchet	ChXPyanchetPotyo	XXPyanchet	XXPyanchetPotyo	KXPyanchet	KXPyanchetPotyo	DzXPyanchet	DzXPyanchetPotyo	QhZQhShienglyi	QhZQhXrynlyi	QhZQhDeuyi	thongqitmra
056F0-khun3	困		khûn	khun3	3	25	4	0	"[""藤田2018""]"	苦悶反		苦悶反		苦悶切				溪	慁	去	U+56F0
056FA-ko3	固		kô	ko3	3	11	6	0	"[""藤田2018""]"	古暮反		古暮反		古暮切				見	暮	去	U+56FA
056FF-xyu3	囿		xyû	xyu3	3	46	1	2	"[""P3694r""]"	尤救反		尤救反		于救切				云	宥	去	U+56FF
056FF-xyuk4	囿		xyuk	xyuk4	4	1	43	2	"[""切三""]"	于目反		于目反		于六切				null	null	null	U+56FF
05704-ngio2	圄		ŋió	ngio2	2	8	1	2	"[""切三""]"	魚舉反		魚舉反		魚巨切				疑	語	上	U+5704
05709-ngio2	圉		ŋió	ngio2	2	8	1	2	"[""切三""]"	魚舉反		魚舉反		魚巨切				疑	語	上	U+5709
0570A-chieng1	圊		chieŋ	chieng1	1	41	1	2	"[""切三""]"	七精反		七精反		七情切				清	清	平	U+570A
05712-xyan1	園		xyan	xyan1	1	21	2	2	"[""切三""]"	韋元反		韋元反		雨元切				云	元	平	U+5712
05713-xryen1	圓		xryen	xryen1	1	28	35	2	"[""切三""]"	王權反		王權反		王權切				云	仙	平	U+5713
05716-do1	圖		do	do1	1	11	5	1	"[""P3695&P3696(p13)""]"	度都反		度都反		同都切				定	模	平	U+5716
05718-duan1	團		duan	duan1	1	24	14	2	"[""切三""]"	度官反		度官反		度官切				定	桓	平	U+5718
0571C-xruan1	圜		xruan	xruan1	1	25	4	2	"[""切三""]"	null		null		户關切				匣	删	平	U+571C
0571C-xryen1	圜		xryen	xryen1	1	28	35	2	"[""切三""]"	null		null		王權切				云	仙	平	U+571C
0571F-do2	土		dó	do2	2	10	3	2	"[""切三""]"	null		null		徒古切				定	姥	上	U+571F
0571F-tho2	土		thó	tho2	2	10	2	2	"[""切三""]"	他古反		他古反		他魯切				透	姥	上	U+571F
0571F-thra2	土		thrá	thra2	2	32	null	2	"[""切三""]"	null		null		null		丑下切		null	null	null	U+571F
05723-khut4	圣		khut	khut4	4	10	12	2	"[""切三"", ""P3694v""]"	null		null		苦骨切				溪	没	入	U+5723
05723-shieng3	圣		shiêŋ	shieng3	3	44	3	0	"[""藤田2018""]"	null		null		null		null		書	勁	去	U+5723
05725-lyuk4	圥		lyuk	lyuk4	4	1	21	2	"[""切三""]"	null		力竹反		力竹切				null	null	null	U+5725
0572D-kuei1	圭		kuei	kuei1	1	12	21	2	"[""切三""]"	□携反		古携反		古携切				見	齊	平	U+572D
0572E-bryi2	圮		brýi	bryi2	2	5	22	2	"[""切三""]"	符鄙反		符鄙反		符鄙切				並	旨	上	U+572E
0573C-net4	圼		net	net4	4	14	13	2	"[""切三""]"	null		null		奴結切				null	null	null	U+573C
05740-tiw2	址		tiə́	tiw2	2	6	1	2	"[""切三""]"	諸市反		諸市反		諸市切				章	止	上	U+5740
0574A-byang1	坊		byaŋ	byang1	1	37	6	2	"[""切三""]"	null		null		符方切				奉	陽	平	U+574A
0574A-pyang1	坊		pyaŋ	pyang1	1	37	14	2	"[""切三""]"	府良反		府良反		府良切				非	陽	平	U+574A
0574E-khwm2	坎		khə́m	khwm2	2	33	11	1	"[""P4917""]"	苦感反		苦感反		苦感切				溪	感	上	U+574E
0574E-khwm3	坎		khə̂m	khwm3	3	38	1	0	"[""藤田2018""]"	null		null		null		苦紺切		null	null	null	U+574E
05764-khun1	坤		khun	khun1	1	22	16	2	"[""切三""]"	苦昆反		苦昆反		苦昆切				溪	魂	平	U+5764
05766-than2	坦		thán	than2	2	22	17	1	"[""切一""]"	他但反		他但反		他但切				透	旱	上	U+5766
05774-lyuk4	坴		lyuk	lyuk4	4	1	21	2	"[""切三""]"	null		力竹反		力竹切				來	屋	入	U+5774
0578B-xeng1	型		xeŋ	xeng1	1	42	3	2	"[""切三""]"	户經反		户經反		户經切				匣	青	平	U+578B
05793-kwi1	垓		kəi	kwi1	1	16	5	1	"[""P3695""]"	古哀反		古哀反		古哀切				見	咍	平	U+5793
05794-qin1	垔		qin	qin1	1	17	9	2	"[""切三""]"	於鄰反		於鄰反		於真切				null	null	null	U+5794
057A2-ku2	垢		kú	ku2	2	42	6	2	"[""切三""]"	古厚反		古厚反		古厚切				見	厚	上	U+57A2
057A3-xyan1	垣		xyan	xyan1	1	21	2	2	"[""切三""]"	韋元反		韋元反		雨元切				云	元	平	U+57A3
057A4-det4	垤		det	det4	4	14	10	2	"[""切三""]"	徒結反	《切三》誤作“徒昃反”，《藤田2018》徒結反。	徒結反		徒結切				定	屑	入	U+57A4
057BB-pai3	垻		pâi	pai3	3	12	9	0	"[""藤田2018""]"	null		null		null		博蓋切		null	null	null	U+57BB
057BB-pra3	垻		prâ	pra3	3	37	21	0	"[""藤田2018""]"	null		null		必駕切				null	null	null	U+57BB
057BE-xan3	垾		xân	xan3	3	27	1	0	"[""藤田2018""]"	胡旦反		胡旦反		侯旰切				null	null	null	U+57BE
057C3-qwi1	埃		qəi	qwi1	1	16	3	1	"[""P3695""]"	烏開反		烏開反		烏開切				影	咍	平	U+57C3
057C7-jyong2	埇		jyóŋ	jyong2	2	2	10	2	"[""切三""]"	null		null		余隴切				以	腫	上	U+57C7
057CB-mrei1	埋		mrei	mrei1	1	14	10	0	"[""藤田2018""]"	莫皆反		莫皆反		莫皆切				明	皆	平	U+57CB
057CE-dieng1	城		dieŋ	dieng1	1	41	9	0	"[""藤田2018""]"	市征反		市征反		是征切				禪	清	平	U+57CE
057DC-jia2	埜		jiá	jia2	2	32	3	2	"[""切三""]"	以者反		以者反		羊者切				以	馬	上	U+57DC
057DF-xrywk4	域		xryək	xrywk4	4	29	22	2	"[""P4746""]"	□□□	《藤田2018》榮逼反。	榮□□	《王三》榮□□，《王一》無本。	雨逼切				云	職	入	U+57DF
057E7-gyo3	埧		gyô	gyo3	3	10	15	0	"[""藤田2018""]"	null		null		其遇切				null	null	null	U+57E7
057F4-diwk4	埴		diək	diwk4	4	29	8	0	"[""藤田2018""]"	常職反		常職反		常職切				禪	職	入	U+57F4
057F4-thiw3	埴		thiə̂	thiw3	3	7	19	0	"[""藤田2018""]"	null		null		昌志切				昌	志	去	U+57F4
057F6-ngiei3	埶		ŋiêi	ngiei3	3	14	23	3	"[""P3696(1)v""]"	null		null		魚祭切				疑	祭	去	U+57F6
057F6-shiei3	埶		shiêi	shiei3	3	14	27	3	"[""P3696(1)v""]"	null		null		null		null		書	祭	去	U+57F6
057F7-tip4	執		tip	tip4	4	26	3	2	"[""P3799""]"	之入反	《P3799》、《藤田2018》之入反，《切三》誤作“側什反”。	之入反		之入切				章	緝	入	U+57F7
057FA-kiw1	基		kiə	kiw1	1	7	11	2	"[""切三""]"	居之反		居之反		居之切				見	之	平	U+57FA
057FC-giwi1	埼		giəi	giwi1	1	8	8	2	"[""切三""]"	null		null		null		渠希切		null	null	null	U+57FC
057FC-grie1	埼		grie	grie1	1	5	18	2	"[""P3696(2)""]"	null		null		null		渠羈切		群	支	平	U+57FC
05800-gyut4	堀		gyut	gyut4	4	6	6	2	"[""切三""]"	null	《切三》、《藤田2018》衢物反未收，《P3694v》衢物反。	null		衢物切				群	物	入	U+5800
05800-khut4	堀		khut	khut4	4	10	12	2	"[""切三"", ""P3694v""]"	null		null		苦骨切				溪	没	入	U+5800
05805-ken1	堅		ken	ken1	1	27	6	2	"[""切三""]"	古賢反		古賢反		古賢切				見	先	平	U+5805
05806-tui1	堆		tui	tui1	1	15	10	2	"[""P3695""]"	□□□	《P3695》灰韵□□□，《切三》都迴反，《藤田2018》作“都回反”。	都回反	《王三》都回反，《王一》作“都迴反”。	都回切				端	灰	平	U+5806
05819-qin1	堙		qin	qin1	1	17	9	2	"[""切三""]"	null		null		於真切				影	真	平	U+5819
0581E-dep4	堞		dep	dep4	4	25	5	2	"[""切三"", ""P3799""]"	徒協反		徒協反		徒協切				定	帖	入	U+581E
05821-pau2	堡		páu	pau2	2	30	15	2	"[""切三""]"	博抱反		博抱反		博抱切				幫	皓	上	U+5821
05826-krei1	堦		krei	krei1	1	14	1	2	"[""切三""]"	古諧反		古諧反		古諧切				見	皆	平	U+5826
05831-pau3	報		pâu	pau3	3	35	10	2	"[""S6176v""]"	博耗反		博耗反		博耗切				幫	號	去	U+5831
05831-phyo3	報		phyô	phyo3	3	10	12	0	"[""藤田2018""]"	null		null		null		芳遇切		敷	遇	去	U+5831
05834-driang1	場		driaŋ	driang1	1	37	11	2	"[""切三""]"	直良反		直良反		直良切				澄	陽	平	U+5834
05835-tia2	堵		tiá	tia2	2	32	2	2	"[""切三""]"	null		null		章也切				null	null	null	U+5835
05835-to2	堵		tó	to2	2	10	5	2	"[""切三""]"	當古反		當古反		當古切				端	姥	上	U+5835
0584D-zhiwng1	塍		zhiəŋ	zhiwng1	1	49	9	2	"[""切三""]"	食陵反		食陵反		食陵切				船	蒸	平	U+584D
0584F-khwi2	塏		khə́i	khwi2	2	15	2	2	"[""切三""]"	苦亥反		苦亥反		苦亥切				null	null	null	U+584F
05852-diw1	塒		diə	diw1	1	7	3	2	"[""切三"", ""P3696(2)""]"	市之反		市之反		市之切				禪	之	平	U+5852
05854-thap4	塔		thap	thap4	4	21	4	2	"[""切三""]"	null		吐盍反		吐盍切				透	盍	入	U+5854
05857-do1	塗		do	do1	1	11	5	1	"[""P3695&P3696(p13)""]"	度都反		度都反		同都切				定	模	平	U+5857
05857-do3	塗		dô	do3	3	11	2	0	"[""藤田2018""]"	null		null		null		徒故切		null	null	null	U+5857
05857-dra1	塗		dra	dra1	1	34	22	2	"[""切三""]"	null		宅加反	《王一》□□□，《王三》宅加反脱字。	宅加切				null	null	null	U+5857
05858-dang1	塘		daŋ	dang1	1	38	1	2	"[""切三""]"	徒郎反		徒郎反		徒郎切				定	唐	平	U+5858
05859-khrok4	塙		khrok	khrok4	4	4	11	2	"[""切三""]"	null		苦角反		苦角切				溪	覺	入	U+5859
05864-qhyan1	塤		qhyan	qhyan1	1	21	4	2	"[""切三""]"	况袁反		况袁反		况袁切				曉	元	平	U+5864
05872-driang1	塲		driaŋ	driang1	1	37	11	2	"[""切三""]"	null		null		null		null		澄	陽	平	U+5872
05872-shiang1	塲		shiaŋ	shiang1	1	37	5	2	"[""切三""]"	書羊反		書羊反		式羊切				null	null	null	U+5872
05875-drin1	塵		drin	drin1	1	17	19	2	"[""切三""]"	直珍反		直珍反		直珍切				澄	真	平	U+5875
05875-drin3	塵		drîn	drin3	3	21	9	3	"[""S6176r""]"	null		null		null		直刃切		null	null	null	U+5875
05883-krieng2	境		kriéŋ	krieng2	2	37	3	2	"[""切三""]"	几影反		几影反		居影切				見	梗	上	U+5883
05885-dio2	墅		dió	dio2	2	8	24	2	"[""切三""]"	null		署与反	《王一》字頭作“野”。	承與切				禪	語	上	U+5885
05889-jyong1	墉		jyoŋ	jyong1	1	3	6	2	"[""P3798""]"	餘□反	《切二》餘封反。	餘封反		餘封切				以	鍾	平	U+5889
0589C-dryi3	墜		drŷi	dryi3	3	6	46	0	"[""藤田2018""]"	直類反		直類反		直類切				澄	至	去	U+589C
0589D-khrau1	墝		khrau	khrau1	1	31	10	2	"[""切三""]"	null		口交反		口交切				溪	肴	平	U+589D
058A8-mryi1	墨		mryi	mryi1	1	6	27	2	"[""切三"", ""P3696(2)""]"	null		null		null		旻悲切		null	null	null	U+58A8
058A8-mwk4	墨		mək	mwk4	4	30	8	0	"[""藤田2018""]"	莫北反		莫北反		莫北切				明	德	入	U+58A8
058A9-tun1	墩		tun	tun1	1	22	8	2	"[""切三""]"	null		null		都昆切				端	魂	平	U+58A9
058AB-chyn1	墫		chyn	chyn1	1	17	33	2	"[""切三""]"	七旬反		七旬反		七倫切				清	諄	平	U+58AB
058AD-dieng3	墭		diêŋ	dieng3	3	44	14	0	"[""藤田2018""]"	承政反		承政反		承正切				null	null	null	U+58AD
058BB-dziang1	墻		dziaŋ	dziang1	1	37	24	2	"[""切三""]"	null		null		在良切				從	陽	平	U+58BB
058C3-kiang1	壃		kiaŋ	kiang1	1	37	10	2	"[""切三""]"	居良反		居良反		居良切				見	陽	平	U+58C3
058C5-qyong1	壅		qyoŋ	qyong1	1	3	10	2	"[""P3696(2)""]"	於容反		於容反		於容切				影	鍾	平	U+58C5
058C5-qyong2	壅		qyóŋ	qyong2	2	2	4	2	"[""切三""]"	於隴反		於隴反		於隴切				null	null	null	U+58C5
058C7-dan1	壇		dan	dan1	1	24	18	2	"[""切三""]"	徒干反		徒干反		徒干切				定	寒	平	U+58C7
058C7-dan3	壇		dân	dan3	3	27	21	0	"[""藤田2018""]"	null		null		null		徒案切		null	null	null	U+58C7
058C7-dien2	壇		dién	dien2	2	26	10	2	"[""切三""]"	null		null		null		上演切		null	null	null	U+58C7
058D1-qhak4	壑		qhak	qhak4	4	28	14	3	"[""Дх1372+3703""]"	呵各反		呵各反		呵各切				曉	鐸	入	U+58D1
058D5-xau1	壕		xau	xau1	1	32	1	2	"[""切三""]"	null		null		胡刀切				匣	豪	平	U+58D5
058D9-khuang2	壙		khuáŋ	khuang2	2	36	null	2	"[""切三""]"	null		null		null		苦晃切		null	null	null	U+58D9
058D9-khuang3	壙		khuâŋ	khuang3	3	41	13	0	"[""藤田2018""]"	苦謗反		〼〼〼	《王三》誤作“苦浪反”，《王一》無本。	苦謗切				溪	宕	去	U+58D9
058DA-lo1	壚		lo	lo1	1	11	10	1	"[""P3695""]"	落胡反		落胡反		落胡切				來	模	平	U+58DA
058DC-dwm1	壜		dəm	dwm1	1	35	1	2	"[""切三""]"	徒含反		徒南反		徒含切				定	覃	平	U+58DC
058DD-jyi1	壝		jyi	jyi1	1	6	23	1	"[""大谷8107""]"	□□□	《切三》、《P3696(2)》以隹反。	以隹反		以追切				null	null	null	U+58DD
058DD-jyi2	壝		jýi	jyi2	2	5	26	2	"[""切三""]"	以■反	《藤田2018》以水反。	以水反		以水切				null	null	null	U+58DD
058E2-lek4	壢		lek	lek4	4	16	4	2	"[""切三""]"	null		null		null		狼狄切		來	錫	入	U+58E2
058EF-criang3	壯		criâŋ	criang3	3	40	14	2	"[""S6176v""]"	側亮反		側亮反		側亮切				莊	漾	去	U+58EF
058EF-drong3	壯		drôŋ	drong3	3	4	5	0	"[""藤田2018""]"	null		null		null		null		null	null	null	U+58EF
058FA-xo1	壺		xo	xo1	1	11	3	1	"[""P3695&P3696(p13)""]"	户吴反		户吴反		户吴切				匣	模	平	U+58FA
058FC-khryn1	壼		khryn	khryn1	1	17	44	2	"[""切三""]"	null		null		去倫切				null	null	null	U+58FC
058FC-khun2	壼		khún	khun2	2	20	11	1	"[""切一""]"	苦本反		苦本反		苦本切				溪	混	上	U+58FC
05903-ko2	夃		kó	ko2	2	10	6	2	"[""切三""]"	null		姑户反		公户切				null	null	null	U+5903
0590B-chyn1	夋		chyn	chyn1	1	17	33	2	"[""切三""]"	null		七旬反		七倫切				清	諄	平	U+590B
0590C-liwng1	夌		liəŋ	liwng1	1	49	4	2	"[""切三""]"	null		六應反		力膺切				來	蒸	平	U+590C
05912-nau1	夒		nau	nau1	1	32	16	2	"[""切三""]"	null		奴刀反	《王一》奴刀反，《王三》奴刀反脱字	null				null	null	null	U+5912
05914-gryi1	夔		gryi	gryi1	1	6	26	2	"[""切三""]"	渠追反		渠追反		渠追切				群	脂	平	U+5914
05915-ziek4	夕		ziek	ziek4	4	17	11	2	"[""切三""]"	詳亦反		詳昔反		祥易切				邪	昔	入	U+5915
05916-nguai3	外		ŋuâi	nguai3	3	12	18	0	"[""藤田2018""]"	吾會反		吾會反		五會切				疑	泰	去	U+5916
0591C-jia3	夜		jiâ	jia3	3	37	14	2	"[""S6176v""]"	以謝反		以謝反		羊謝切				以	禡	去	U+591C
0591F-khu1	够		khu	khu1	1	44	6	2	"[""切三""]"	null		恪侯反		恪侯切				null	null	null	U+591F
0591F-ku1	够		ku	ku1	1	44	12	2	"[""切三""]"	null		null		古侯切				null	null	null	U+591F
0591F-ku3	够		kû	ku3	3	47	12	2	"[""P3694r""]"	null		null		null		居候切		null	null	null	U+591F
05927-da3	大		dâ	da3	3	36	23	2	"[""S6176v""]"	null		null		唐佐切				定	個	去	U+5927
05927-dai3	大		dâi	dai3	3	12	6	0	"[""藤田2018""]"	徒蓋反		徒蓋反		徒蓋切				定	泰	去	U+5927
05927-thai3	大		thâi	thai3	3	12	1	0	"[""藤田2018""]"	null		null		null		他蓋切		透	泰	去	U+5927
05928-criwk4	夨		criək	criwk4	4	29	25	0	"[""藤田2018""]"	null		阻力反		阻力切				null	null	null	U+5928
05928-let4	夨		let	let4	4	14	24	2	"[""切三""]"	null		null		練結切				null	null	null	U+5928
05929-then1	天		then	then1	1	27	5	2	"[""切三""]"	他前反		他前反		他前切				透	先	平	U+5929
0592A-thai3	太		thâi	thai3	3	12	1	0	"[""藤田2018""]"	他蓋反		他蓋反		他蓋切				透	泰	去	U+592A
0592C-kruai3	夬		kruâi	kruai3	3	17	1	3	"[""P3696(1)v""]"	古邁反		古邁反		古邁切				見	夬	去	U+592C
0592C-kuet4	夬		kuet	kuet4	4	14	7	2	"[""切三""]"	null		null		null		古穴切		見	屑	入	U+592C
05931-jit4	失		jit	jit4	4	5	11	2	"[""切三""]"	null		null		null		弋質切		null	null	null	U+5931
05931-shit4	失		shit	shit4	4	5	20	2	"[""切三""]"	識質反		識質反		式質切				書	質	入	U+5931
05937-ji1	夷		ji	ji1	1	6	2	2	"[""切三""]"	以脂反		以脂反		以脂切				以	脂	平	U+5937
05947-grie1	奇		grie	grie1	1	5	18	2	"[""P3696(2)""]"	渠羈反		渠羈反		渠羈切				群	支	平	U+5947
05947-krie1	奇		krie	krie1	1	5	29	2	"[""切三""]"	□□□		居宜反		居宜切				見	支	平	U+5947
05955-jiek4	奕		jiek	jiek4	4	17	4	2	"[""切三""]"	羊益反		羊益反		羊益切				以	昔	入	U+5955
05958-dzang2	奘		dzáŋ	dzang2	2	36	19	2	"[""切三""]"	徂朗反		在朗反		徂朗切				從	蕩	上	U+5958
05958-dzang3	奘		dzâŋ	dzang3	3	41	8	0	"[""藤田2018""]"	徂浪反		徂浪反		徂浪切				null	null	null	U+5958
05961-ngau3	奡		ŋâu	ngau3	3	35	5	2	"[""S6176v""]"	五到反		五到反		五到切				疑	號	去	U+5961
05962-shia1	奢		shia	shia1	1	34	3	2	"[""切三""]"	式車反		式車反		式車切				書	麻	平	U+5962
05969-liem1	奩		liem	liem1	1	47	2	2	"[""S6187""]"	力鹽反		力鹽反		力鹽切				來	鹽	平	U+5969
0596A-duat4	奪		duat	duat4	4	11	8	2	"[""切三"", ""P3694v""]"	徒活反		徒活反		徒活切				定	末	入	U+596A
0596C-ciang2	奬		ciáŋ	ciang2	2	35	3	1	"[""P4917""]"	即兩反		即兩反		即兩切				精	養	上	U+596C
0596D-shiek4	奭		shiek	shiek4	4	17	5	2	"[""切三""]"	∅隻反		施隻反		施隻切				書	昔	入	U+596D
0596E-pyun3	奮		pyûn	pyun3	3	22	5	1	"[""TIVK75-100a""]"	府問反		府問反		方問切				非	問	去	U+596E
05970-bryi3	奰		brŷi	bryi3	3	6	11	0	"[""藤田2018""]"	平秘反		平秘反		平秘切				null	null	null	U+5970
05973-nio2	女		nió	nio2	2	8	6	2	"[""切三""]"	null		null		null		忍與切		日	語	上	U+5973
05973-nrio2	女		nrió	nrio2	2	8	11	2	"[""切三""]"	尼与反		尼与反		尼吕切				娘	語	上	U+5973
05973-nrio3	女		nriô	nrio3	3	9	21	0	"[""藤田2018""]"	娘據反		〼〼〼	《王三》誤作“娘舉反”，《王一》無本。	尼據切				娘	御	去	U+5973
05974-no1	奴		no	no1	1	11	6	1	"[""P3695""]"	乃胡反		乃胡反		乃都切				泥	模	平	U+5974
05978-kan1	奸		kan	kan1	1	24	17	2	"[""切三""]"	古寒反		古寒反		古寒切				見	寒	平	U+5978
05978-kran1	奸		kran	kran1	1	25	7	2	"[""切三""]"	null		null		null		居顔切		見	删	平	U+5978
0597D-qhau2	好		qháu	qhau2	2	30	13	2	"[""切三""]"	呼浩反		呼浩反		呼皓切				嘵	皓	上	U+597D
0597D-qhau3	好		qhâu	qhau3	3	35	16	2	"[""S6176v""]"	呼到反		呼到反		呼到切				嘵	號	去	U+597D
05982-nio1	如		nio	nio1	1	9	19	2	"[""切三""]"	■魚反	《切二》汝魚反。	汝魚反		人諸切				日	魚	平	U+5982
05982-nio3	如		niô	nio3	3	9	18	0	"[""藤田2018""]"	null		null		人恕切				null	null	null	U+5982
05983-phui3	妃		phûi	phui3	3	18	4	0	"[""藤田2018""]"	null		普佩反		滂佩切				滂	隊	去	U+5983
05983-phyui1	妃		phyui	phyui1	1	8	4	2	"[""切三""]"	芳非反		芳非反		芳非切				敷	微	平	U+5983
05984-myang1	妄		myaŋ	myang1	1	37	18	2	"[""切三""]"	null		null		null		武方切		null	null	null	U+5984
05984-myang3	妄		myâŋ	myang3	3	40	22	0	"[""藤田2018""]"	武放反		武放反		巫放切				微	漾	去	U+5984
05984-myo1	妄		myo	myo1	1	10	3	2	"[""切三""]"	null		null		null		null		微	虞	平	U+5984
0598D-ngen1	妍		ŋen	ngen1	1	27	14	2	"[""切三""]"	五賢反		五賢反		五堅切				疑	先	平	U+598D
05992-to3	妒		tô	to3	3	11	4	0	"[""藤田2018""]"	當故反		當故反		當故切				端	暮	去	U+5992
05993-grie2	妓		grié	grie2	2	4	12	2	"[""切三""]"	渠綺反		渠綺反		渠綺切				群	紙	上	U+5993
05993-krie1	妓		krie	krie1	1	5	29	0	"[""藤田2018""]"	null		null		居宜切				null	null	null	U+5993
05998-xyun1	妘		xyun	xyun1	1	19	2	2	"[""切三""]"	户分反		王分反		王分切				null	null	null	U+5998
05999-mieu2	妙		miéu	mieu2	2	28	10	2	"[""切三""]"	null		null		null		弭沼切		明	小	上	U+5999
05999-mieu3	妙		miêu	mieu3	3	33	10	0	"[""藤田2018""]"	彌照反		彌照反		彌笑切				明	笑	去	U+5999
0599D-criang1	妝		criaŋ	criang1	1	37	21	2	"[""切三""]"	null		側羊反		側羊切				莊	陽	平	U+599D
059A4-jio1	妤		jio	jio1	1	9	6	2	"[""切三""]"	与魚反		与魚反		以諸切				以	魚	平	U+59A4
059A8-phyang1	妨		phyaŋ	phyang1	1	37	31	2	"[""切三""]"	敷方反		敷方反		敷方切				敷	陽	平	U+59A8
059A8-phyang3	妨		phyâŋ	phyang3	3	40	21	0	"[""藤田2018""]"	敷亮反		敷亮反		敷亮切				null	null	null	U+59A8
059AF-dryuk4	妯		dryuk	dryuk4	4	1	22	2	"[""切三""]"	直六反		直六反		直六切				null	null	null	U+59AF
059AF-thryu1	妯		thryu	thryu1	1	43	10	2	"[""切三""]"	null		null		丑鳩切				null	null	null	U+59AF
059B2-tan3	妲		tân	tan3	3	27	20	0	"[""藤田2018""]"	null		null		null		得案切		null	null	null	U+59B2
059B2-tat4	妲		tat	tat4	4	11	19	2	"[""切三"", ""P3694v""]"	當割反		當割反		當割切				端	曷	入	U+59B2
059D1-ko1	姑		ko	ko1	1	11	4	1	"[""P3695""]"	古胡反		古胡反		古胡切				見	模	平	U+59D1
059D1-ko2	姑		kó	ko2	2	10	6	2	"[""切三""]"	null		null		null		null		null	null	null	U+59D1
059D3-sieng3	姓		siêŋ	sieng3	3	44	6	0	"[""藤田2018""]"	息正反		息正反		息正切				心	勁	去	U+59D3
059DC-kiang1	姜		kiaŋ	kiang1	1	37	10	2	"[""切三""]"	居良反		居良反		居良切				見	陽	平	U+59DC
059DD-thyo1	姝		thyo	thyo1	1	10	24	2	"[""切三""]"	昌朱反		昌朱反		昌朱切				昌	虞	平	U+59DD
059DE-grit4	姞		grit	grit4	4	5	27	2	"[""切三"", ""P3694v""]"	巨乙反		巨乙反		巨乙切				群	質	入	U+59DE
059E3-krau2	姣		kráu	krau2	2	29	6	2	"[""切三""]"	null		古巧反		古巧切				見	巧	上	U+59E3
059E3-xrau1	姣		xrau	xrau1	1	31	1	2	"[""切三""]"	胡茅反		胡茅反		胡茅切				匣	肴	平	U+59E3
059E4-ku3	姤		kû	ku3	3	47	12	2	"[""P3694r""]"	古候反		古候反		古候切				見	候	去	U+59E4
059E5-lau2	姥		láu	lau2	2	30	3	2	"[""切三""]"	null		null		null		null		null	null	null	U+59E5
059E5-mo2	姥		mó	mo2	2	10	1	2	"[""切三""]"	莫補反		莫補反		莫補切				明	姥	上	U+59E5
059E6-kran1	姦		kran	kran1	1	25	7	2	"[""切三""]"	古顔反		古顔反		古顔切				見	删	平	U+59E6
059E8-ji1	姨		ji	ji1	1	6	2	2	"[""切三"", ""P3696(2)""]"	以脂反		以脂反		以脂切				以	脂	平	U+59E8
059EA-det4	姪		det	det4	4	14	10	2	"[""切三""]"	徒結反	《切三》誤作“徒昃反”，《藤田2018》徒結反。	徒結反		徒結切				定	屑	入	U+59EA
059EA-drit3	姪		drit	drit3	3	5	4	2	"[""切三""]"	null		null		直一切				澄	質	入	U+59EA
059F1-khrua1	姱		khrua	khrua1	1	34	11	2	"[""切三""]"	null		苦瓜反		苦瓜切				溪	麻	平	U+59F1
059F6-qwp4	姶		qəp	qwp4	4	20	12	2	"[""切三""]"	烏合反		烏合反		烏合切				影	合	入	U+59F6
059FB-qin1	姻		qin	qin1	1	17	9	2	"[""切三""]"	於鄰反		於鄰反		於真切				影	真	平	U+59FB
05A01-qyui1	威		qyui	qyui1	1	8	7	2	"[""切三""]"	於非反		於非反		於非切				影	微	平	U+5A01
05A09-pheng1	娉		pheŋ	pheng1	1	42	8	2	"[""切三""]"	null		null		null		null		滂	青	平	U+5A09
05A09-phieng3	娉		phiêŋ	phieng3	3	44	8	0	"[""藤田2018""]"	null		匹政反		匹正切				滂	勁	去	U+5A09
05A0C-liw2	娌		liə́	liw2	2	6	10	2	"[""切三""]"	良士反		良士反		良士切				來	止	上	U+5A0C
05A18-nriang1	娘		nriaŋ	nriang1	1	37	19	2	"[""切三""]"	null		女良反		女良切				娘	陽	平	U+5A18
