pieutiwbyo	zyokdziw	tiengdziw	thongqitmraZyokdziw	thongqitmraTiengdziw
0671006710	朐	朐	U+6710	U+6710
0671206712	朒	朒	U+6712	U+6712
0671406714	朔	朔	U+6714	U+6714
0671506715	朕	朕	U+6715	U+6715
0671606717	朖	朗	U+6716	U+6717
0671706717	朗	朗	U+6717	U+6717
0671806718	朘	朘	U+6718	U+6718
0671B0671B	望	望	U+671B	U+671B
0671B06722	望	朢	U+671B	U+6722
0671E0671F	朞	期	U+671E	U+671F
0671F0671F	期	期	U+671F	U+671F
0672206722	朢	朢	U+6722	U+6722
0672806728	木	木	U+6728	U+6728
0672C0672C	本	本	U+672C	U+672C
0672D05273	札	剳	U+672D	U+5273
0672D05284	札	劄	U+672D	U+5284
0672D0672D	札	札	U+672D	U+672D
0672E0672F	朮	术	U+672E	U+672F
0672F0672F	术	术	U+672F	U+672F
0672F08853	术	術	U+672F	U+8853
0673106731	朱	朱	U+6731	U+6731
0673107843	朱	硃	U+6731	U+7843
0673806738	朸	朸	U+6738	U+6738
0673A06A5F	机	機	U+673A	U+6A5F
0674306743	权	权	U+6743	U+6743
0674406744	杄	杄	U+6744	U+6744
0674506745	杅	杅	U+6745	U+6745
0674606746	杆	杆	U+6746	U+6746
067460687F	杆	桿	U+6746	U+687F
0674906749	杉	杉	U+6749	U+6749
0674E0674E	李	李	U+674E	U+674E
0674F0674F	杏	杏	U+674F	U+674F
0675106751	村	村	U+6751	U+6751
0675506755	杕	杕	U+6755	U+6755
0675606756	杖	杖	U+6756	U+6756
0675706757	杗	杗	U+6757	U+6757
0675C0675C	杜	杜	U+675C	U+675C
0675E0675E	杞	杞	U+675E	U+675E
0675F0675F	束	束	U+675F	U+675F
0676006760	杠	杠	U+6760	U+6760
06760069D3	杠	槓	U+6760	U+69D3
0676206762	杢	杢	U+6762	U+6762
0676504F86	来	來	U+6765	U+4F86
067680694A	杨	楊	U+6768	U+694A
0676A0676A	杪	杪	U+676A	U+676A
0677006770	杰	杰	U+6770	U+6770
0677406774	杴	杴	U+6774	U+6774
0677506775	杵	杵	U+6775	U+6775
0677B0677B	杻	杻	U+677B	U+677B
0677C0677C	杼	杼	U+677C	U+677C
0678106781	极	极	U+6781	U+6781
0678506785	枅	枅	U+6785	U+6785
0678906789	枉	枉	U+6789	U+6789
0678B0678B	枋	枋	U+678B	U+678B
0678D0678D	枍	枍	U+678D	U+678D
0679006790	析	析	U+6790	U+6790
0679306793	枓	枓	U+6793	U+6793
0679706797	林	林	U+6797	U+6797
0679806798	枘	枘	U+6798	U+6798
0679C0679C	果	果	U+679C	U+679C
067A1067A1	枡	枡	U+67A1	U+67A1
067A3068D7	枣	棗	U+67A3	U+68D7
067A506AEA	枥	櫪	U+67A5	U+6AEA
067A8068D6	枨	棖	U+67A8	U+68D6
067AD0689F	枭	梟	U+67AD	U+689F
067AF067AF	枯	枯	U+67AF	U+67AF
067B5067B5	枵	枵	U+67B5	U+67B5
067B6067B6	架	架	U+67B6	U+67B6
067B8067B8	枸	枸	U+67B8	U+67B8
067BB067BB	枻	枻	U+67BB	U+67BB
067BC067BC	枼	枼	U+67BC	U+67BC
067C8067C8	柈	柈	U+67C8	U+67C8
067CA067CA	柊	柊	U+67CA	U+67CA
067CF067CF	柏	柏	U+67CF	U+67CF
067D2067D2	柒	柒	U+67D2	U+67D2
067D3067D3	染	染	U+67D3	U+67D3
067D8067D8	柘	柘	U+67D8	U+67D8
067DA067DA	柚	柚	U+67DA	U+67DA
067DC067DC	柜	柜	U+67DC	U+67DC
067DC06AC3	柜	櫃	U+67DC	U+6AC3
067E9067E9	柩	柩	U+67E9	U+67E9
067EF067EF	柯	柯	U+67EF	U+67EF
067FE067FE	柾	柾	U+67FE	U+67FE
0680006800	栀	栀	U+6800	U+6800
0680306803	栃	栃	U+6803	U+6803
0680C06AE8	栌	櫨	U+680C	U+6AE8
0681106A39	树	樹	U+6811	U+6A39
0681306813	栓	栓	U+6813	U+6813
0681706144	栗	慄	U+6817	U+6144
0681706817	栗	栗	U+6817	U+6817
0681A0681A	栚	栚	U+681A	U+681A
0681D0681D	栝	栝	U+681D	U+681D
0681E0681E	栞	栞	U+681E	U+681E
0682106821	校	校	U+6821	U+6821
06822067CF	栢	柏	U+6822	U+67CF
0682A0682A	株	株	U+682A	U+682A
0682B0682B	栫	栫	U+682B	U+682B
0683106831	栱	栱	U+6831	U+6831
0683406834	栴	栴	U+6834	U+6834
0683806838	核	核	U+6838	U+6838
0683C0683C	格	格	U+683C	U+683C
0683D0683D	栽	栽	U+683D	U+683D
0684006840	桀	桀	U+6840	U+6840
0684106841	桁	桁	U+6841	U+6841
0684306843	桃	桃	U+6843	U+6843
0684406844	桄	桄	U+6844	U+6844
0684606846	框	框	U+6846	U+6846
0684806848	案	案	U+6848	U+6848
0684E0684E	桎	桎	U+684E	U+684E
0685006850	桐	桐	U+6850	U+6850
0685106851	桑	桑	U+6851	U+6851
0685206851	桒	桑	U+6852	U+6851
0685306853	桓	桓	U+6853	U+6853
0685406854	桔	桔	U+6854	U+6854
0685D0685D	桝	桝	U+685D	U+685D
0686206968	桢	楨	U+6862	U+6968
0686606A3A	桦	樺	U+6866	U+6A3A
0686706A9C	桧	檜	U+6867	U+6A9C
06868069F3	桨	槳	U+6868	U+69F3
068700681D	桰	栝	U+6870	U+681D
0687606876	桶	桶	U+6876	U+6876
0687706877	桷	桷	U+6877	U+6877
0687906879	桹	桹	U+6879	U+6879
0687E0687E	桾	桾	U+687E	U+687E
0687F0687F	桿	桿	U+687F	U+687F
0688106881	梁	梁	U+6881	U+6881
0688106A11	梁	樑	U+6881	U+6A11
0688206882	梂	梂	U+6882	U+6882
0689406800	梔	栀	U+6894	U+6800
0689F0689F	梟	梟	U+689F	U+689F
068A0068A0	梠	梠	U+68A0	U+68A0
068A2068A2	梢	梢	U+68A2	U+68A2
068A7068A7	梧	梧	U+68A7	U+68A7
068AC068AC	梬	梬	U+68AC	U+68AC
068AD068AD	梭	梭	U+68AD	U+68AD
068B0068B0	械	械	U+68B0	U+68B0
068B1068B1	梱	梱	U+68B1	U+68B1
068BF069E4	梿	槤	U+68BF	U+69E4
068C006AA2	检	檢	U+68C0	U+6AA2
068C4068C4	棄	棄	U+68C4	U+68C4
068CA068CB	棊	棋	U+68CA	U+68CB
068CB068CB	棋	棋	U+68CB	U+68CB
068CB07881	棋	碁	U+68CB	U+7881
068CD068CD	棍	棍	U+68CD	U+68CD
068D6068D6	棖	棖	U+68D6	U+68D6
068D7068D7	棗	棗	U+68D7	U+68D7
068D8068D8	棘	棘	U+68D8	U+68D8
068E8068E8	棨	棨	U+68E8	U+68E8
068EB068EB	棫	棫	U+68EB	U+68EB
068EE068EE	森	森	U+68EE	U+68EE
068F906AC2	棹	櫂	U+68F9	U+6AC2
068FA068FA	棺	棺	U+68FA	U+68FA
068FD068FD	棽	棽	U+68FD	U+68FD
0690506905	椅	椅	U+6905	U+6905
0690606906	椆	椆	U+6906	U+6906
0690706907	椇	椇	U+6907	U+6907
0690904E58	椉	乘	U+6909	U+4E58
0690B0690B	椋	椋	U+690B	U+690B
0690D0690D	植	植	U+690D	U+690D
0691006910	椐	椐	U+6910	U+6910
0691B0691B	椛	椛	U+691B	U+691B
0691C06AA2	検	檢	U+691C	U+6AA2
0691F06ADD	椟	櫝	U+691F	U+6ADD
0694A0694A	楊	楊	U+694A	U+694A
0695B0695B	楛	楛	U+695B	U+695B
0696006960	楠	楠	U+6960	U+6960
0696306963	楣	楣	U+6963	U+6963
0696806968	楨	楨	U+6968	U+6968
0696D0696D	業	業	U+696D	U+696D
0696E0696E	楮	楮	U+696E	U+696E
0697606976	楶	楶	U+6976	U+6976
0697706977	楷	楷	U+6977	U+6977
0697806978	楸	楸	U+6978	U+6978
0697906979	楹	楹	U+6979	U+6979
0697D06A02	楽	樂	U+697D	U+6A02
0698206982	概	概	U+6982	U+6982
0698406B16	榄	欖	U+6984	U+6B16
0698806ADA	榈	櫚	U+6988	U+6ADA
0698A0698A	榊	榊	U+698A	U+698A
0699406994	榔	榔	U+6994	U+6994
0699806998	榘	榘	U+6998	U+6998
0699C0699C	榜	榜	U+699C	U+699C
0699C07253	榜	牓	U+699C	U+7253
069A4069A4	榤	榤	U+69A4	U+69A4
069A9069A9	榩	榩	U+69A9	U+69A9
069AD069AD	榭	榭	U+69AD	U+69AD
069B7069B7	榷	榷	U+69B7	U+69B7
069BA069BA	榺	榺	U+69BA	U+69BA
069BE069BE	榾	榾	U+69BE	U+69BE
069CA069CA	槊	槊	U+69CA	U+69CA
069CE069CE	槎	槎	U+69CE	U+69CE
069D3069D3	槓	槓	U+69D3	U+69D3
069D4069D4	槔	槔	U+69D4	U+69D4
069DB06ABB	槛	檻	U+69DB	U+6ABB
069E006AE7	槠	櫧	U+69E0	U+6AE7
069E4069E4	槤	槤	U+69E4	U+69E4
069E906982	槩	概	U+69E9	U+6982
069EA06982	槪	概	U+69EA	U+6982
069F2069F2	槲	槲	U+69F2	U+69F2
069F3069F3	槳	槳	U+69F3	U+69F3
069F9069D4	槹	槔	U+69F9	U+69D4
069FA069FA	槺	槺	U+69FA	U+69FA
069FB069FB	槻	槻	U+69FB	U+69FB
06A0206A02	樂	樂	U+6A02	U+6A02
06A0B06A0B	樋	樋	U+6A0B	U+6A0B
06A1006A10	樐	樐	U+6A10	U+6A10
06A1106A11	樑	樑	U+6A11	U+6A11
06A2A06A2A	横	横	U+6A2A	U+6A2A
06A2B06A2B	樫	樫	U+6A2B	U+6A2B
06A2F06AA3	樯	檣	U+6A2F	U+6AA3
06A3206A32	樲	樲	U+6A32	U+6A32
06A3906A39	樹	樹	U+6A39	U+6A39
06A3A06A3A	樺	樺	U+6A3A	U+6A3A
06A3D06A3D	樽	樽	U+6A3D	U+6A3D
06A3D07F47	樽	罇	U+6A3D	U+7F47
06A3E06A3E	樾	樾	U+6A3E	U+6A3E
06A4406A44	橄	橄	U+6A44	U+6A44
06A4706A47	橇	橇	U+6A47	U+6A47
06A5006A50	橐	橐	U+6A50	U+6A50
06A5806A58	橘	橘	U+6A58	U+6A58
06A5B06A5B	橛	橛	U+6A5B	U+6A5B
06A5C06A5B	橜	橛	U+6A5C	U+6A5B
06A5F06A5F	機	機	U+6A5F	U+6A5F
06A6506A65	橥	橥	U+6A65	U+6A65
06A6B06A2A	橫	横	U+6A6B	U+6A2A
06A70069D4	橰	槔	U+6A70	U+69D4
06A7106A71	橱	橱	U+6A71	U+6A71
06A7906A10	橹	樐	U+6A79	U+6A10
06A7906AD3	橹	櫓	U+6A79	U+6AD3
06A790826A	橹	艪	U+6A79	U+826A
06A7C06ADE	橼	櫞	U+6A7C	U+6ADE
06A7F06A7F	橿	橿	U+6A7F	U+6A7F
06A8006A80	檀	檀	U+6A80	U+6A80
06A8D06A8D	檍	檍	U+6A8D	U+6A8D
06A8E06A8E	檎	檎	U+6A8E	U+6A8E
06A9C06A9C	檜	檜	U+6A9C	U+6A9C
06AA006AA0	檠	檠	U+6AA0	U+6AA0
06AA206AA2	檢	檢	U+6AA2	U+6AA2
06AA306AA3	檣	檣	U+6AA3	U+6AA3
06AAF06AAF	檯	檯	U+6AAF	U+6AAF
06ABB06ABB	檻	檻	U+6ABB	U+6ABB
06AC206AC2	櫂	櫂	U+6AC2	U+6AC2
06AC306AC3	櫃	櫃	U+6AC3	U+6AC3
06AD306A10	櫓	樐	U+6AD3	U+6A10
06AD306AD3	櫓	櫓	U+6AD3	U+6AD3
06AD30826A	櫓	艪	U+6AD3	U+826A
06AD406AD4	櫔	櫔	U+6AD4	U+6AD4
06ADA06ADA	櫚	櫚	U+6ADA	U+6ADA
06ADC06ADC	櫜	櫜	U+6ADC	U+6ADC
06ADD06ADD	櫝	櫝	U+6ADD	U+6ADD
06ADE06ADE	櫞	櫞	U+6ADE	U+6ADE
06AE506A71	櫥	橱	U+6AE5	U+6A71
06AE706AE7	櫧	櫧	U+6AE7	U+6AE7
06AE806AE8	櫨	櫨	U+6AE8	U+6AE8
06AEA06AEA	櫪	櫪	U+6AEA	U+6AEA
06AEB06A65	櫫	橥	U+6AEB	U+6A65
06B1606B16	欖	欖	U+6B16	U+6B16
06B1D09B31	欝	鬱	U+6B1D	U+9B31
06B2006B20	欠	欠	U+6B20	U+6B20
06B2106B21	次	次	U+6B21	U+6B21
06B2306B23	欣	欣	U+6B23	U+6B23
06B2308A22	欣	訢	U+6B23	U+8A22
06B2E06B2E	欮	欮	U+6B2E	U+6B2E
06B3106B31	欱	欱	U+6B31	U+6B31
06B3506B3E	欵	款	U+6B35	U+6B3E
06B3D06B3D	欽	欽	U+6B3D	U+6B3D
06B3E06B3E	款	款	U+6B3E	U+6B3E
06B4506B45	歅	歅	U+6B45	U+6B45
06B4606B46	歆	歆	U+6B46	U+6B46
06B4C06B4C	歌	歌	U+6B4C	U+6B4C
06B4C08B0C	歌	謌	U+6B4C	U+8B0C
06B4E05606	歎	嘆	U+6B4E	U+5606
06B5906B59	歙	歙	U+6B59	U+6B59
06B5B06B5B	歛	歛	U+6B5B	U+6B5B
06B6206B62	止	止	U+6B62	U+6B62
06B6306B63	正	正	U+6B63	U+6B63
06B6706B67	歧	歧	U+6B67	U+6B67
06B6B06B6B	歫	歫	U+6B6B	U+6B6B
06B6C0524D	歬	前	U+6B6C	U+524D
06B6F09F52	歯	齒	U+6B6F	U+9F52
06B7206B72	歲	歲	U+6B72	U+6B72
06B7306B72	歳	歲	U+6B73	U+6B72
06B7406B77	歴	歷	U+6B74	U+6B77
06B7706B77	歷	歷	U+6B77	U+6B77
06B7806B78	歸	歸	U+6B78	U+6B78
06B7B06B7B	死	死	U+6B7B	U+6B7B
06B7E06B7E	歾	歾	U+6B7E	U+6B7E
06B7F06B81	歿	殁	U+6B7F	U+6B81
06B8106B81	殁	殁	U+6B81	U+6B81
06B8706BA4	殇	殤	U+6B87	U+6BA4
06B8A06B8A	殊	殊	U+6B8A	U+6B8A
06B9206B9E	殒	殞	U+6B92	U+6B9E
06B9306BAE	殓	殮	U+6B93	U+6BAE
06B9606B96	殖	殖	U+6B96	U+6B96
06B9E06B9E	殞	殞	U+6B9E	U+6B9E
06BA306BA3	殣	殣	U+6BA3	U+6BA3
06BA406BA4	殤	殤	U+6BA4	U+6BA4
06BAA06BAA	殪	殪	U+6BAA	U+6BAA
06BAD06BAD	殭	殭	U+6BAD	U+6BAD
06BAE06BAE	殮	殮	U+6BAE	U+6BAE
06BB306BB3	殳	殳	U+6BB3	U+6BB3
06BB806BB8	殸	殸	U+6BB8	U+6BB8
06BB906BB9	殹	殹	U+6BB9	U+6BB9
06BBA06BBA	殺	殺	U+6BBA	U+6BBA
06BBB06BBB	殻	殻	U+6BBB	U+6BBB
06BBC06BBB	殼	殻	U+6BBC	U+6BBB
06BC006BC1	毀	毁	U+6BC0	U+6BC1
06BC106BC1	毁	毁	U+6BC1	U+6BC1
06BC9091AB	毉	醫	U+6BC9	U+91AB
06BCC06BCC	毌	毌	U+6BCC	U+6BCC
06BD306BD3	毓	毓	U+6BD3	U+6BD3
06BD507562	毕	畢	U+6BD5	U+7562
06BE106C08	毡	氈	U+6BE1	U+6C08
06BE606BE6	毦	毦	U+6BE6	U+6BE6
06BEB06BEB	毫	毫	U+6BEB	U+6BEB
06BEC06BEC	毬	毬	U+6BEC	U+6BEC
06C0206C02	氂	氂	U+6C02	U+6C02
06C0406C04	氄	氄	U+6C04	U+6C04
06C0806C08	氈	氈	U+6C08	U+6C08
06C0A06C08	氊	氈	U+6C0A	U+6C08
06C0D06C0D	氍	氍	U+6C0D	U+6C0D
06C0E2C1C7	氎	𬇇	U+6C0E	U+2C1C7
06C0F06C0F	氏	氏	U+6C0F	U+6C0F
06C1306C13	氓	氓	U+6C13	U+6C13
06C1406C14	气	气	U+6C14	U+6C14
06C1406C23	气	氣	U+6C14	U+6C23
06C1706C23	気	氣	U+6C17	U+6C23
06C2306C23	氣	氣	U+6C23	U+6C23
06C2406C24	氤	氤	U+6C24	U+6C24
06C2606C26	氦	氦	U+6C26	U+6C26
06C3406C34	水	水	U+6C34	U+6C34
06C3806C38	永	永	U+6C38	U+6C38
06C3F06C3F	氿	氿	U+6C3F	U+6C3F
06C4006C40	汀	汀	U+6C40	U+6C40
06C4106C41	汁	汁	U+6C41	U+6C41
06C4206C42	求	求	U+6C42	U+6C42
06C4705F59	汇	彙	U+6C47	U+5F59
06C4906F22	汉	漢	U+6C49	U+6F22
06C4D06C4D	汍	汍	U+6C4D	U+6C4D
06C4F06C70	汏	汰	U+6C4F	U+6C70
06C5006C50	汐	汐	U+6C50	U+6C50
06C5406C54	汔	汔	U+6C54	U+6C54
06C5406C7D	汔	汽	U+6C54	U+6C7D
06C5506C55	汕	汕	U+6C55	U+6C55
06C5706C57	汗	汗	U+6C57	U+6C57
06C5D06C5D	汝	汝	U+6C5D	U+6C5D
06C5E06C5E	汞	汞	U+6C5E	U+6C5E
06C5F06C5F	江	江	U+6C5F	U+6C5F
06C6406E6F	汤	湯	U+6C64	U+6E6F
06C6706C67	汧	汧	U+6C67	U+6C67
06C6806C68	汨	汨	U+6C68	U+6C68
06C6906C69	汩	汩	U+6C69	U+6C69
06C6A06C6A	汪	汪	U+6C6A	U+6C6A
06C6D06C6D	汭	汭	U+6C6D	U+6C6D
06C7006C70	汰	汰	U+6C70	U+6C70
06C7206C72	汲	汲	U+6C72	U+6C72
06C7606C76	汶	汶	U+6C76	U+6C76
06C7906C79	汹	汹	U+6C79	U+6C79
06C7906D36	汹	洶	U+6C79	U+6D36
06C7A051B3	決	决	U+6C7A	U+51B3
06C7D06C54	汽	汔	U+6C7D	U+6C54
06C7D06C7D	汽	汽	U+6C7D	U+6C7D
06C8406C84	沄	沄	U+6C84	U+6C84
06C8406F90	沄	澐	U+6C84	U+6F90
06C8506C85	沅	沅	U+6C85	U+6C85
06C880700B	沈	瀋	U+6C88	U+700B
06C8F06C8F	沏	沏	U+6C8F	U+6C8F
06C9006C90	沐	沐	U+6C90	U+6C90
06C9206CA1	沒	没	U+6C92	U+6CA1
06C9406C94	沔	沔	U+6C94	U+6C94
06C9506C95	沕	沕	U+6C95	U+6C95
06C96051B2	沖	冲	U+6C96	U+51B2
06C9A06C9A	沚	沚	U+6C9A	U+6C9A
06CA106CA1	没	没	U+6CA1	U+6CA1
06CA50701D	沥	瀝	U+6CA5	U+701D
06CA906F59	沩	潙	U+6CA9	U+6F59
06CAA06EEC	沪	滬	U+6CAA	U+6EEC
06CAC06CAC	沬	沬	U+6CAC	U+6CAC
06CAD06CAD	沭	沭	U+6CAD	U+6CAD
06CB306CB3	河	河	U+6CB3	U+6CB3
06CB906CB9	油	油	U+6CB9	U+6CB9
06CBA06CBA	沺	沺	U+6CBA	U+6CBA
06CBD06CBD	沽	沽	U+6CBD	U+6CBD
06CBF06CBF	沿	沿	U+6CBF	U+6CBF
06CC1051B5	況	况	U+6CC1	U+51B5
06CC406CC4	泄	泄	U+6CC4	U+6CC4
06CC406D29	泄	洩	U+6CC4	U+6D29
06CC906CC9	泉	泉	U+6CC9	U+6CC9
06CCA06CCA	泊	泊	U+6CCA	U+6CCA
06CD006CD0	泐	泐	U+6CD0	U+6CD0
06CD206CD2	泒	泒	U+6CD2	U+6CD2
06CD306CD3	泓	泓	U+6CD3	U+6CD3
06CD706CD7	泗	泗	U+6CD7	U+6CD7
06CE106CE1	泡	泡	U+6CE1	U+6CE1
06CE306CE3	泣	泣	U+6CE3	U+6CE3
06CEB06CEB	泫	泫	U+6CEB	U+6CEB
06CEE06CEE	泮	泮	U+6CEE	U+6CEE
06CF006CF0	泰	泰	U+6CF0	U+6CF0
06CF306CF3	泳	泳	U+6CF3	U+6CF3
06CF807018	泸	瀘	U+6CF8	U+7018
06D0106D01	洁	洁	U+6D01	U+6D01
06D0106F54	洁	潔	U+6D01	U+6F54
06D0406D04	洄	洄	U+6D04	U+6D04
06D0A06D0A	洊	洊	U+6D0A	U+6D0A
06D0C06D0C	洌	洌	U+6D0C	U+6D0C
06D1106D11	洑	洑	U+6D11	U+6D11
06D1706D17	洗	洗	U+6D17	U+6D17
06D1906D19	洙	洙	U+6D19	U+6D19
06D1B06D1B	洛	洛	U+6D1B	U+6D1B
06D1E06D1E	洞	洞	U+6D1E	U+6D1E
06D2506D25	津	津	U+6D25	U+6D25
06D2706D27	洧	洧	U+6D27	U+6D27
06D2806D28	洨	洨	U+6D28	U+6D28
06D2906D29	洩	洩	U+6D29	U+6D29
06D2A06D2A	洪	洪	U+6D2A	U+6D2A
06D2D06D2D	洭	洭	U+6D2D	U+6D2D
06D3106D31	洱	洱	U+6D31	U+6D31
06D3206D32	洲	洲	U+6D32	U+6D32
06D3306D33	洳	洳	U+6D33	U+6D33
06D3606D36	洶	洶	U+6D36	U+6D36
06D3806D38	洸	洸	U+6D38	U+6D38
06D3B06D3B	活	活	U+6D3B	U+6D3B
06D3D06D3D	洽	洽	U+6D3D	U+6D3D
06D4406D44	浄	浄	U+6D44	U+6D44
06D4606F3F	浆	漿	U+6D46	U+6F3F
06D4806E5E	浈	湞	U+6D48	U+6E5E
06D4D06FAE	浍	澮	U+6D4D	U+6FAE
06D5006EFB	浐	滻	U+6D50	U+6EFB
06D5206EF8	浒	滸	U+6D52	U+6EF8
06D5A06D5A	浚	浚	U+6D5A	U+6D5A
06D5E06D5E	浞	浞	U+6D5E	U+6D5E
06D6306D63	浣	浣	U+6D63	U+6D63
06D6306FA3	浣	澣	U+6D63	U+6FA3
06D6506D65	浥	浥	U+6D65	U+6D65
06D6606D66	浦	浦	U+6D66	U+6D66
06D6A06D6A	浪	浪	U+6D6A	U+6D6A
06D6C06D6C	浬	浬	U+6D6C	U+6D6C
06D6E06D6E	浮	浮	U+6D6E	U+6D6E
06D6F06D6F	浯	浯	U+6D6F	U+6D6F
06D7006D70	浰	浰	U+6D70	U+6D70
06D7706D77	海	海	U+6D77	U+6D77
06D7F06D7F	浿	浿	U+6D7F	U+6D7F
06D8205857	涂	塗	U+6D82	U+5857
06D8206D82	涂	涂	U+6D82	U+6D82
06D8306D83	涃	涃	U+6D83	U+6D83
06D8506D85	涅	涅	U+6D85	U+6D85
06D8806D88	消	消	U+6D88	U+6D88
06D8906D89	涉	涉	U+6D89	U+6D89
06D8C06D8C	涌	涌	U+6D8C	U+6D8C
06D8C06E67	涌	湧	U+6D8C	U+6E67
06D9406D94	涔	涔	U+6D94	U+6D94
06D9606D96	涖	涖	U+6D96	U+6D96
06D9B06FE4	涛	濤	U+6D9B	U+6FE4
06D9C07006	涜	瀆	U+6D9C	U+7006
06D9D06F87	涝	澇	U+6D9D	U+6F87
06D9E06DF6	涞	淶	U+6D9E	U+6DF6
06D9F06F23	涟	漣	U+6D9F	U+6F23
06DA206EB3	涢	溳	U+6DA2	U+6EB3
06DA606F64	润	潤	U+6DA6	U+6F64
06DA706F97	涧	澗	U+6DA7	U+6F97
06DA806F32	涨	漲	U+6DA8	U+6F32
06DA906F80	涩	澀	U+6DA9	U+6F80
06DA906FC7	涩	濇	U+6DA9	U+6FC7
06DB106F32	涱	漲	U+6DB1	U+6F32
06DB206DB2	液	液	U+6DB2	U+6DB2
06DB806DB8	涸	涸	U+6DB8	U+6DB8
06DBC051C9	涼	凉	U+6DBC	U+51C9
06DC006DC0	淀	淀	U+6DC0	U+6DC0
06DC706DC7	淇	淇	U+6DC7	U+6DC7
06DCB06DCB	淋	淋	U+6DCB	U+6DCB
06DCB075F3	淋	痳	U+6DCB	U+75F3
06DD2051C4	淒	凄	U+6DD2	U+51C4
06DDD06DDD	淝	淝	U+6DDD	U+6DDD
06DDF06DDF	淟	淟	U+6DDF	U+6DDF
06DE006DE0	淠	淠	U+6DE0	U+6DE0
06DE606DE6	淦	淦	U+6DE6	U+6DE6
06DE806D44	淨	浄	U+6DE8	U+6D44
06DE906DE9	淩	淩	U+6DE9	U+6DE9
06DEF06DEF	淯	淯	U+6DEF	U+6DEF
06DF406DF4	淴	淴	U+6DF4	U+6DF4
06DF606DF6	淶	淶	U+6DF6	U+6DF6
06DF706DF7	混	混	U+6DF7	U+6DF7
06DF806E05	淸	清	U+6DF8	U+6E05
06DFB06DFB	添	添	U+6DFB	U+6DFB
06DFC06DFC	淼	淼	U+6DFC	U+6DFC
06E0506E05	清	清	U+6E05	U+6E05
06E0906D89	渉	涉	U+6E09	U+6D89
06E0B06F80	渋	澀	U+6E0B	U+6F80
06E0E07006	渎	瀆	U+6E0E	U+7006
06E1406F01	渔	漁	U+6E14	U+6F01
06E1A06E1A	渚	渚	U+6E1A	U+6E1A
06E1F06E1F	渟	渟	U+6E1F	U+6E1F
06E2006E20	渠	渠	U+6E20	U+6E20
06E2106E21	渡	渡	U+6E21	U+6E21
06E2B06E2B	渫	渫	U+6E2B	U+6E2B
06E2D06E2D	渭	渭	U+6E2D	U+6E2D
06E2E083CF	渮	菏	U+6E2E	U+83CF
06E2F06E2F	港	港	U+6E2F	U+6E2F
06E3806E38	游	游	U+6E38	U+6E38
06E380904A	游	遊	U+6E38	U+904A
06E3A06DFC	渺	淼	U+6E3A	U+6DFC
06E3A06E3A	渺	渺	U+6E3A	U+6E3A
06E4306E43	湃	湃	U+6E43	U+6E43
06E4406E44	湄	湄	U+6E44	U+6E44
06E4906E49	湉	湉	U+6E49	U+6E49
06E4E06E4E	湎	湎	U+6E4E	U+6E4E
06E5606E56	湖	湖	U+6E56	U+6E56
06E5806E58	湘	湘	U+6E58	U+6E58
06E5E06E5E	湞	湞	U+6E5E	U+6E5E
06E5F06E5F	湟	湟	U+6E5F	U+6E5F
06E6706E67	湧	湧	U+6E67	U+6E67
06E6B06E6B	湫	湫	U+6E6B	U+6E6B
06E6F06E6F	湯	湯	U+6E6F	U+6E6F
06E790700D	湹	瀍	U+6E79	U+700D
06E7C06D85	湼	涅	U+6E7C	U+6D85
06E8306F70	溃	潰	U+6E83	U+6F70
06E8606E86	溆	溆	U+6E86	U+6E86
06E8806F59	溈	潙	U+6E88	U+6F59
06E8F06E8F	溏	溏	U+6E8F	U+6E8F
06E9006E90	源	源	U+6E90	U+6E90
06EA006EA0	溠	溠	U+6EA0	U+6EA0
06EA206EA2	溢	溢	U+6EA2	U+6EA2
06EA506EA5	溥	溥	U+6EA5	U+6EA5
06EA706EA7	溧	溧	U+6EA7	U+6EA7
06EB306EB3	溳	溳	U+6EB3	U+6EB3
06EC106EC1	滁	滁	U+6EC1	U+6EC1
06EC206EC2	滂	滂	U+6EC2	U+6EC2
06EC506EC5	滅	滅	U+6EC5	U+6EC5
06EC606EC6	滆	滆	U+6EC6	U+6EC6
06EC906EC9	滉	滉	U+6EC9	U+6EC9
06ECB06ECB	滋	滋	U+6ECB	U+6ECB
06ECD06ECD	滍	滍	U+6ECD	U+6ECD
06ED006ED0	滐	滐	U+6ED0	U+6ED0
06ED506ED5	滕	滕	U+6ED5	U+6ED5
06EE506FEB	滥	濫	U+6EE5	U+6FEB
06EE907058	滩	灘	U+6EE9	U+7058
06EEA06FA6	滪	澦	U+6EEA	U+6FA6
06EEC06EEC	滬	滬	U+6EEC	U+6EEC
06EF706EF7	滷	滷	U+6EF7	U+6EF7
06EF806EF8	滸	滸	U+6EF8	U+6EF8
06EF906EF9	滹	滹	U+6EF9	U+6EF9
06EFB06EFB	滻	滻	U+6EFB	U+6EFB
06F0106F01	漁	漁	U+6F01	U+6F01
06F0906F09	漉	漉	U+6F09	U+6F09
06F0F06F0F	漏	漏	U+6F0F	U+6F0F
06F1906F19	漙	漙	U+6F19	U+6F19
06F2206F22	漢	漢	U+6F22	U+6F22
06F2306F23	漣	漣	U+6F23	U+6F23
06F2606F26	漦	漦	U+6F26	U+6F26
06F2A06F2A	漪	漪	U+6F2A	U+6F2A
